Wavelength (nm),Cu_n,Cu_k,Zn_n,Zn_k,SiO2_n,SiO2_k
341.0,1.3572727272727274,1.858136363636364,0.5308402862466124,2.829616865684282,1.4835624699646643,0.003220604240282685
342.0,1.3590909090909091,1.8620454545454548,0.5303236873306233,2.8417823467140924,1.4833875583038867,0.0032100035335689047
343.0,1.3604273504273507,1.8662222222222224,0.5298070884146342,2.853947827743903,1.4832126466431095,0.0031994028268551235
344.0,1.3612820512820512,1.8706666666666667,0.529290489498645,2.8661133087737123,1.4830433294460643,0.003189183673469388
345.0,1.3621367521367522,1.875111111111111,0.5287738905826559,2.878278789803523,1.4828742332361518,0.003178979591836735
346.0,1.362991452991453,1.879555555555556,0.5282572916666667,2.8904442708333327,1.4827051370262392,0.0031687755102040817
347.0,1.363846153846154,1.884,0.5277406927506775,2.902609751863144,1.4825389454545455,0.003158626262626263
348.0,1.3647008547008548,1.8884444444444444,0.5272240938346884,2.914775232892953,1.482375309090909,0.0031485252525252526
349.0,1.3655555555555556,1.8928888888888888,0.5267074949186992,2.926940713922764,1.4822116727272727,0.003138424242424243
350.0,1.3664102564102565,1.897333333333333,0.5261908960027101,2.9391061949525747,1.4820484109745642,0.003128329808516719
351.0,1.3672649572649571,1.9017777777777776,0.5256742970867209,2.9512716759823845,1.4818903658188054,0.0031183269505573024
352.0,1.368119658119658,1.9062222222222225,0.5251576981707317,2.963437157012195,1.4817323206630466,0.003108324092597885
353.0,1.3689743589743593,1.9106666666666663,0.5246410992547426,2.9756026380420058,1.4815742755072878,0.0030983212346384686
354.0,1.36982905982906,1.9151111111111108,0.5241245003387535,2.987768119071816,1.4814190481041312,0.003088535370684777
355.0,1.3694160583941608,1.9194452554744523,0.5247464934493009,2.9992763183970057,1.4812659637804189,0.0030789145444255804
356.0,1.3686861313868612,1.923751824817518,0.5257300157803957,3.010575815626262,1.4811128794567063,0.003069293718166384
357.0,1.367956204379562,1.928058394160584,0.5267135381114904,3.021875312855517,1.4809599700196134,0.0030596856262258337
358.0,1.3672262773722628,1.9323649635036493,0.527697060442585,3.0331748100847737,1.4808120294200056,0.0030504393387503497
359.0,1.3664963503649636,1.9366715328467152,0.5286805827736798,3.04447430731403,1.480664088820398,0.003041193051274867
